Number of Drones,Attraction Constant,Repulsion Constant,Mean Final Percentage,Std Final Percentage,Mean Data Length,Std Data Length
25,120,120,73.2,20.42,289.67,14.01
25,120,140,74.27,11.29,286.8,8.29
25,120,160,60.97,16.51,283.27,8.25
25,120,180,44.63,17.54,283.67,9.72
25,120,200,55.13,9.79,279.4,4.76
25,120,220,47.3,15.94,284.47,11.21
25,120,240,40.7,17.45,288.87,9.87
25,120,260,30.13,18.86,284.73,8.0
25,120,280,36.3,16.53,285.0,9.28
25,120,300,37.8,19.85,288.53,9.44
25,120,320,31.9,25.3,279.07,15.82
25,120,340,28.73,16.81,285.53,12.68
25,120,360,37.8,12.26,282.47,9.37
25,120,380,25.4,18.91,287.0,10.56
25,120,400,19.5,12.85,286.33,8.38
25,140,0,45.83,16.0,311.93,17.78
25,140,20,83.07,10.65,316.33,16.35
25,140,40,89.1,11.08,319.33,13.34
25,140,60,88.63,11.4,302.07,14.5
25,140,80,88.33,8.25,297.8,11.8
25,140,100,85.5,12.28,295.0,14.22
25,140,120,77.07,12.6,282.0,10.54
25,140,140,77.7,12.43,296.8,10.11
25,140,160,67.6,18.17,287.53,9.15
25,140,180,60.9,18.48,291.67,14.5
25,140,200,52.67,18.84,287.27,12.55
25,140,220,50.83,19.21,287.93,7.64
25,140,240,35.97,17.59,281.4,9.95
25,140,260,36.07,18.75,282.8,8.39
25,140,280,36.87,18.28,293.47,13.34
25,140,300,39.27,16.46,285.47,11.4
25,140,320,29.77,12.24,288.27,12.22
25,140,340,35.87,15.5,292.67,12.58
25,140,360,27.2,20.37,287.33,11.67
25,140,380,32.23,20.08,282.93,12.75
25,140,400,31.87,12.78,290.47,16.36
25,160,0,40.4,17.08,306.4,17.7
25,160,20,78.97,15.82,317.53,17.65
25,160,40,90.1,9.88,330.13,30.91
25,160,60,92.2,7.14,311.6,24.57
25,160,80,92.43,10.32,308.27,20.99
25,160,100,87.87,11.55,300.47,17.24
25,160,120,84.73,18.77,295.67,9.93
25,160,140,79.97,15.04,301.47,17.28
25,160,160,70.97,19.42,300.87,16.34
25,160,180,72.67,14.43,288.07,14.54
25,160,200,61.7,20.81,294.07,13.3
25,160,220,57.2,19.19,290.33,8.84
25,160,240,54.0,19.22,290.2,8.15
25,160,260,39.37,18.85,290.13,13.66
25,160,280,41.13,19.61,295.87,15.21
25,160,300,48.97,23.21,300.73,14.97
25,160,320,40.3,18.08,300.4,13.2
25,160,340,44.0,12.01,286.67,13.28
25,160,360,40.67,18.06,289.2,12.84
25,160,380,32.57,18.65,290.73,15.56
25,160,400,27.5,19.92,299.87,17.06
25,180,0,42.3,16.76,326.93,34.03
25,180,20,73.57,17.05,351.27,77.66
25,180,40,86.97,13.06,324.27,28.06
25,180,60,91.17,8.9,318.27,30.46
25,180,80,96.27,5.91,322.53,37.79
25,180,100,94.23,9.99,319.2,22.81
25,180,120,86.47,13.47,304.8,22.09
25,180,140,81.53,18.03,306.53,16.33
25,180,160,82.7,16.22,307.8,26.4
25,180,180,72.53,16.11,297.87,15.0
25,180,200,72.33,18.7,303.4,15.82
25,180,220,64.87,12.53,303.07,17.46
25,180,240,58.73,21.12,298.93,11.47
25,180,260,47.2,17.81,297.0,11.47
25,180,280,43.27,16.62,296.53,20.0
25,180,300,48.37,11.68,292.87,14.99
25,180,320,37.67,20.37,299.2,17.42
25,180,340,37.53,19.29,300.13,18.1
25,180,360,46.07,19.32,295.33,23.08
25,180,380,39.6,20.26,304.13,28.31
25,180,400,37.37,20.22,299.67,20.56
25,200,0,49.4,19.61,321.4,34.99
25,200,20,80.57,13.48,329.0,24.78
25,200,40,88.7,9.85,329.47,33.17
25,200,60,95.47,5.61,328.13,30.39
25,200,80,96.3,6.5,324.33,31.96
25,200,100,95.93,3.76,327.73,24.59
25,200,120,90.47,13.76,320.47,25.18
25,200,140,91.97,9.05,320.4,24.2
25,200,160,85.1,13.25,317.2,14.95
25,200,180,82.17,11.68,311.33,22.36
25,200,200,73.13,17.8,306.27,19.45
25,200,220,69.47,19.68,307.13,12.76
25,200,240,65.4,18.45,303.33,25.0
25,200,260,60.0,19.16,303.07,18.83
25,200,280,45.7,15.61,309.73,22.7
25,200,300,41.9,20.21,302.13,23.56
25,200,320,42.77,14.48,307.2,17.43
25,200,340,44.0,20.61,310.6,28.48
25,200,360,42.83,16.27,299.47,10.86
25,200,380,34.47,15.13,310.27,27.26
25,200,400,38.43,20.73,304.8,18.77
25,220,0,39.63,14.81,328.13,39.19
25,220,20,70.6,16.53,356.8,64.18
25,220,40,92.63,7.99,351.73,57.64
25,220,60,95.17,7.4,350.13,42.21
25,220,80,96.87,4.78,352.6,57.02
25,220,100,93.37,10.45,339.87,39.73
25,220,120,98.6,2.97,339.53,30.92
25,220,140,90.53,10.97,324.67,27.57
25,220,160,93.57,8.98,341.27,42.42
25,220,180,84.83,15.64,322.47,27.99
25,220,200,86.67,11.05,332.27,34.29
25,220,220,70.67,18.04,320.8,19.28
25,220,240,64.33,21.55,313.13,28.01
25,220,260,57.2,17.02,328.73,64.56
25,220,280,58.3,20.59,312.4,21.48
25,220,300,53.2,18.95,316.07,22.72
25,220,320,45.33,18.91,309.73,16.79
25,220,340,49.73,19.1,304.2,24.12
25,220,360,40.53,22.66,320.73,22.02
25,220,380,37.1,19.29,310.13,21.34
25,220,400,34.5,16.13,317.13,40.69
25,240,0,46.13,22.44,330.67,30.26
25,240,20,76.23,16.62,347.27,35.03
25,240,40,91.6,8.68,386.0,94.27
25,240,60,96.27,5.91,371.0,75.65
25,240,80,99.13,2.74,356.67,59.59
25,240,100,96.97,7.59,344.27,49.69
25,240,120,97.97,4.93,351.8,48.94
25,240,140,95.37,6.59,348.67,46.62
25,240,160,94.93,5.79,342.6,47.29
25,240,180,94.47,8.1,339.13,36.89
25,240,200,82.77,17.06,323.27,27.17
25,240,220,84.8,13.31,327.07,28.49
25,240,240,72.77,16.76,320.13,37.62
25,240,260,73.6,14.34,328.07,28.96
25,240,280,59.3,16.22,319.2,44.28
25,240,300,60.4,14.93,319.4,24.59
25,240,320,53.07,17.1,333.6,41.43
25,240,340,48.53,17.79,310.67,23.41
25,240,360,49.2,29.19,317.07,28.91
25,240,380,48.27,22.47,329.13,35.17
25,240,400,44.57,19.76,307.93,18.2
25,260,0,39.47,21.98,334.2,43.68
25,260,20,76.2,17.39,406.73,81.04
25,260,40,86.57,14.72,389.73,74.15
25,260,60,96.87,5.29,376.53,53.89
25,260,80,98.3,2.91,334.4,24.81
25,260,100,98.8,4.65,353.73,50.68
25,260,120,96.2,13.9,348.2,44.11
25,260,140,98.5,3.7,370.27,75.03
25,260,160,94.77,9.77,351.73,35.66
25,260,180,96.67,4.4,349.8,50.07
25,260,200,89.03,13.96,349.87,34.16
25,260,220,89.8,11.3,355.0,40.39
25,260,240,76.23,15.44,352.2,47.58
25,260,260,73.47,20.26,349.0,34.68
25,260,280,71.07,13.43,341.47,41.86
25,260,300,63.47,26.65,321.07,21.93
25,260,320,61.2,22.36,313.33,26.1
25,260,340,51.93,22.23,325.27,39.23
25,260,360,53.13,16.01,321.67,27.23
25,260,380,40.5,19.9,323.33,25.31
25,260,400,42.67,20.12,314.2,28.8
25,280,0,48.7,20.99,329.27,30.71
25,280,20,78.57,12.02,383.53,73.93
25,280,40,86.4,16.05,440.8,101.55
25,280,60,97.07,3.9,398.33,118.18
25,280,80,99.33,2.45,370.27,52.32
25,280,100,98.3,5.28,346.47,46.73
25,280,120,99.9,0.39,339.27,46.71
25,280,140,97.23,7.2,369.13,55.73
25,280,160,97.13,7.74,373.93,51.04
25,280,180,94.87,8.53,386.6,65.72
25,280,200,93.5,10.2,350.6,57.56
25,280,220,90.83,11.07,362.67,41.07
25,280,240,86.2,13.73,339.47,36.31
25,280,260,80.4,13.28,377.33,49.19
25,280,280,71.67,24.2,349.6,40.1
25,280,300,65.4,22.43,342.0,65.49
25,280,320,73.1,12.45,341.6,33.35
25,280,340,59.23,17.48,336.87,28.26
25,280,360,54.57,12.22,322.2,25.02
25,280,380,51.3,17.77,335.47,35.06
25,280,400,54.87,26.22,350.67,47.68
25,300,0,40.07,14.48,330.8,31.32
25,300,20,72.5,14.38,357.27,48.58
25,300,40,83.67,13.47,386.8,75.11
25,300,60,96.2,9.35,404.73,72.58
25,300,80,99.6,1.55,371.67,48.33
25,300,100,99.27,1.97,354.93,32.49
25,300,120,96.77,7.5,363.6,69.29
25,300,140,99.73,1.03,354.73,51.02
25,300,160,97.6,8.38,382.47,73.23
25,300,180,97.23,7.05,384.4,96.54
25,300,200,96.3,8.0,373.53,57.19
25,300,220,92.43,8.75,364.0,33.85
25,300,240,83.6,14.7,355.4,35.91
25,300,260,85.9,12.81,383.4,73.87
25,300,280,73.37,14.86,374.13,62.37
25,300,300,74.57,21.38,348.13,58.87
25,300,320,73.57,18.77,348.2,29.14
25,300,340,64.73,22.06,350.8,35.73
25,300,360,60.83,23.06,348.6,36.15
25,300,380,56.4,18.66,342.07,41.0
25,300,400,55.23,13.42,348.93,57.46
25,320,0,40.27,23.14,328.87,22.04
25,320,20,72.87,15.19,429.87,132.92
25,320,40,91.47,9.03,430.0,125.55
25,320,60,96.73,5.07,414.87,77.81
25,320,80,100.0,0.0,401.13,68.08
25,320,100,99.4,2.06,363.47,64.3
25,320,120,99.5,1.35,363.8,44.33
25,320,140,99.87,0.52,376.13,58.29
25,320,160,100.0,0.0,384.53,48.06
25,320,180,99.13,2.85,406.8,54.64
25,320,200,99.7,0.84,413.13,72.64
25,320,220,88.7,17.41,375.87,41.46
25,320,240,86.23,14.01,363.2,34.74
25,320,260,93.87,9.24,395.73,65.31
25,320,280,80.43,12.91,395.0,124.31
25,320,300,82.87,14.46,379.07,54.0
25,320,320,68.97,19.6,357.53,36.08
25,320,340,68.63,16.32,357.87,48.89
25,320,360,60.57,16.15,357.4,62.37
25,320,380,58.5,27.08,404.07,104.89
25,320,400,60.9,16.85,335.93,37.37
25,340,0,42.5,16.79,343.6,43.39
25,340,20,66.63,23.95,399.53,95.45
25,340,40,84.1,15.79,442.53,93.43
25,340,60,90.57,10.45,388.27,57.9
25,340,80,97.33,5.48,414.6,103.48
25,340,100,99.2,2.31,390.07,76.92
25,340,120,100.0,0.0,368.27,51.26
25,340,140,99.03,3.74,378.0,47.97
25,340,160,97.8,6.04,368.33,48.58
25,340,180,99.97,0.13,370.87,45.96
25,340,200,99.77,0.9,378.6,36.79
25,340,220,95.17,9.25,442.27,89.0
25,340,240,96.8,8.43,424.67,108.8
25,340,260,83.2,14.72,394.2,47.54
25,340,280,75.53,20.94,415.93,86.74
25,340,300,81.23,13.53,405.67,60.21
25,340,320,77.6,13.15,404.33,87.97
25,340,340,78.3,13.96,380.93,43.04
25,340,360,60.6,22.31,361.0,69.6
25,340,380,60.6,22.73,364.07,52.12
25,340,400,55.37,21.4,350.53,38.86
25,360,0,38.2,18.63,332.87,26.4
25,360,20,71.97,18.81,380.67,61.53
25,360,40,86.47,14.25,455.13,102.17
25,360,60,91.27,10.55,496.47,150.1
25,360,80,98.83,3.03,462.4,97.71
25,360,100,98.03,4.04,398.0,49.8
25,360,120,99.5,0.98,394.0,64.39
25,360,140,100.0,0.0,366.47,51.5
25,360,160,99.0,3.61,394.73,79.63
25,360,180,95.33,14.48,392.67,52.51
25,360,200,100.0,0.0,396.8,69.55
25,360,220,99.13,2.03,375.87,45.62
25,360,240,98.67,2.26,437.2,61.17
25,360,260,95.67,6.54,461.73,98.83
25,360,280,87.37,21.22,386.6,60.78
25,360,300,86.23,11.89,414.4,71.81
25,360,320,81.1,13.72,397.93,71.3
25,360,340,69.7,24.59,384.8,96.9
25,360,360,74.43,15.99,373.0,116.3
25,360,380,71.5,15.49,367.4,67.36
25,360,400,60.03,20.55,354.0,27.65
25,380,0,44.33,20.31,385.13,85.25
25,380,20,68.67,20.32,388.53,68.97
25,380,40,88.67,8.84,415.0,97.34
25,380,60,90.57,12.3,472.47,113.02
25,380,80,94.33,8.86,418.93,80.95
25,380,100,99.83,0.45,396.0,75.08
25,380,120,99.33,2.58,401.13,87.46
25,380,140,99.93,0.26,385.87,53.61
25,380,160,99.57,1.18,385.33,46.36
25,380,180,99.83,0.65,397.07,66.36
25,380,200,98.43,5.14,407.6,78.33
25,380,220,99.93,0.26,447.8,81.09
25,380,240,96.7,5.03,462.4,138.01
25,380,260,93.87,9.33,417.0,54.6
25,380,280,92.6,8.45,462.87,93.79
25,380,300,89.53,11.83,428.67,64.03
25,380,320,83.47,16.86,417.13,87.2
25,380,340,80.03,13.62,395.6,66.55
25,380,360,78.2,14.75,417.73,63.1
25,380,380,67.87,18.76,396.67,57.33
25,380,400,65.5,12.57,391.13,59.4
25,400,0,25.9,15.14,359.27,55.14
25,400,20,73.07,13.91,416.87,87.13
25,400,40,88.77,12.6,426.4,109.52
25,400,60,92.9,10.1,453.53,101.46
25,400,80,95.7,5.38,425.47,105.75
25,400,100,98.97,2.01,470.53,90.12
25,400,120,98.87,2.7,422.07,88.68
25,400,140,99.53,1.67,386.27,56.53
25,400,160,99.17,2.72,375.4,69.8
25,400,180,99.0,3.36,387.47,72.56
25,400,200,97.6,8.13,426.6,67.52
25,400,220,97.57,8.09,401.47,53.16
25,400,240,96.33,8.0,427.33,86.81
25,400,260,98.4,3.11,434.2,70.68
25,400,280,92.03,11.17,403.73,53.4
25,400,300,92.37,13.9,437.13,72.21
25,400,320,88.4,10.97,410.93,74.72
25,400,340,84.1,12.02,399.93,62.31
25,400,360,81.3,15.21,413.4,51.35
25,400,380,70.4,23.97,434.4,81.91
25,400,400,66.9,23.5,396.4,104.83
